Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECD Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Climate Year,SSP245_CMR5_2025,SSP245_CMR5_2026,SSP245_CMR5_2027,SSP245_CMR5_2028,SSP245_CMR5_2029,SSP245_CMR5_2030,SSP245_CMR5_2031,SSP245_CMR5_2032,SSP245_CMR5_2033,SSP245_CMR5_2034,SSP245_ECE3_2025,SSP245_ECE3_2026,SSP245_ECE3_2027,SSP245_ECE3_2028,SSP245_ECE3_2029,SSP245_ECE3_2030,SSP245_ECE3_2031,SSP245_ECE3_2032,SSP245_ECE3_2033,SSP245_ECE3_2034,SSP245_MEHR_2025,SSP245_MEHR_2026,SSP245_MEHR_2027,SSP245_MEHR_2028,SSP245_MEHR_2029,SSP245_MEHR_2030,SSP245_MEHR_2031,SSP245_MEHR_2032,SSP245_MEHR_2033,SSP245_MEHR_2034
15.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.01.,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.01.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.01.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.01.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.01.,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.01.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
